label,area,perimeter,bounding_circle_area,mean_color,texture_contrast,texture_dissimilarity,edge_count
Orange,234023.0,2086.2337435483932,306420.08807416057,"(206.38304855311216, 123.76988991903559, 20.994802441703065)",7.4931317716517265,0.0805193163278207,2342
Orange,338288.0,3599.9435453414917,451576.454535007,"(216.97710132560434, 130.62335770719005, 42.39832570730774)",16.175401708578416,0.1543760999700989,4860
Orange,227796.0,4999.628956437111,919538.6301478654,"(194.43176501282775, 124.26397356176894, 22.354711484106623)",15.297282910804343,0.13299428667754346,5445
Orange,95411.0,1692.0672246217728,243410.75919763822,"(230.025540193294, 147.94265680430283, 48.04114519937996)",7.584016142594252,0.05602899004432993,1742
